post_title,post_content,post_status,post_type,tax_ait-items,meta:_ait-item_subtitle,meta:_ait-item_map:address,meta:_ait-item_map:latitude,meta:_ait-item_map:longitude,meta:_ait-item_telephone,meta:_ait-item_web,meta:_ait-item_email,meta:_ait-item_headerType,meta:_ait-item_featuredItem,price_range,source_file,source_sheet
Avis Luxury Geneva,Geneva access,publish,ait-item,Services & Expériences,Car Rental,"Rue de Rhone, 1204 Geneva",,,+41 22 906 1234,,,map,true,3,Global_2000,Luxury_Car_Rental
Budget Premium Milan,Milan prestige,publish,ait-item,Services & Expériences,Car Rental,"Via Montenapoleone, 20121 Milan",,,+39 02 7600 1234,,,map,true,3,Global_2000,Luxury_Car_Rental
Enterprise Prestige Rome,Rome luxury,publish,ait-item,Services & Expériences,Car Rental,"Via del Corso, 00186 Rome",,,+39 06 688 02828,,,map,true,3,Global_2000,Luxury_Car_Rental
Hertz Prestige Barcelona,Barcelona prestige,publish,ait-item,Services & Expériences,Car Rental,"Paseo de Gracia, 08007 Barcelona",,,+34 93 445 4444,,,map,true,3,Global_2000,Luxury_Car_Rental
National Premium Madrid,Madrid prestige,publish,ait-item,Services & Expériences,Car Rental,"Gran Via, 28013 Madrid",,,+34 91 548 4848,,,map,true,3,Global_2000,Luxury_Car_Rental
Avis Luxury New York,NY prestige,publish,ait-item,Services & Expériences,Car Rental,"Manhattan, 10020 New York",,,+1 212 750 1900,,,map,true,3,Global_2000,Luxury_Car_Rental
Hertz Dream Cars LA,LA exotic,publish,ait-item,Services & Expériences,Car Rental,"Beverly Hills, 90212 Los Angeles",,,+1 310 278 7777,,,map,true,3,Global_2000,Luxury_Car_Rental
Budget Premium Miami,Miami luxury,publish,ait-item,Services & Expériences,Car Rental,"Miami Beach, 33139 Miami",,,+1 305 538 0001,,,map,true,3,Global_2000,Luxury_Car_Rental
Enterprise Executive SF,SF prestige,publish,ait-item,Services & Expériences,Car Rental,"Financial District, 94102 San Francisco",,,+1 415 292 0100,,,map,true,3,Global_2000,Luxury_Car_Rental
Avis Premium Tokyo,Tokyo prestige,publish,ait-item,Services & Expériences,Car Rental,"Shibuya Ward, 150-0043 Tokyo",,,+81 3 3464 2911,,,map,true,3,Global_2000,Luxury_Car_Rental
Hertz Premium Singapore,Singapore luxury,publish,ait-item,Services & Expériences,Car Rental,"Marina Bay, 018956 Singapore",,,+65 6245 1223,,,map,true,3,Global_2000,Luxury_Car_Rental
Budget Premium Hong Kong,HK prestige,publish,ait-item,Services & Expériences,Car Rental,"Central, 0000 Hong Kong",,,+852 2807 3618,,,map,true,3,Global_2000,Luxury_Car_Rental
National Premium Sydney,Sydney prestige,publish,ait-item,Services & Expériences,Car Rental,"CBD, 2000 Sydney",,,+61 2 8211 5600,,,map,true,3,Global_2000,Luxury_Car_Rental
Avis Premium Dubai,Dubai luxury,publish,ait-item,Services & Expériences,Car Rental,"Downtown Dubai, 00000 Dubai",,,+971 4 355 5555,,,map,true,3,Global_2000,Luxury_Car_Rental
Enterprise Premium Bangkok,Bangkok prestige,publish,ait-item,Services & Expériences,Car Rental,"Silom, 10500 Bangkok",,,+66 2 630 5500,,,map,true,3,Global_2000,Luxury_Car_Rental
Villa d'Este Cernobbio,Lake Como palace,publish,ait-item,Hôtels & Séjours,Private Villa,"Cernobbio, 22012 Como",,,+39 031 3481,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa Serbelloni Bellagio,Como landmark,publish,ait-item,Art & Culture,Historic Villa,"Bellagio, 22021 Como",,,+39 031 950 216,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa San Michele Amalfi,Amalfi prestige,publish,ait-item,Hôtels & Séjours,Luxury Villa,"Amalfi Coast, 84010 Amalfi",,,+39 089 877 8555,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa Jolanda Positano,Positano luxury,publish,ait-item,Hôtels & Séjours,Luxury Villa,"Positano, 84017 Positano",,,+39 089 875 655,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa Grande Ravello,Ravello landmark,publish,ait-item,Art & Culture,Historic Villa,"Ravello, 84010 Ravello",,,+39 089 858 267,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa Aurora Santorini,Santorini prestige,publish,ait-item,Hôtels & Séjours,Luxury Villa,"Oia, 84702 Santorini",,,+30 2286 071 212,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa Pegasus Mykonos,Mykonos luxury,publish,ait-item,Hôtels & Séjours,Luxury Villa,"Mykonos, 84600 Mykonos",,,+30 2289 024 122,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa Royal Crete,Crete prestige,publish,ait-item,Hôtels & Séjours,Luxury Villa,"Rethymno, 74100 Crete",,,+30 2831 028 222,,,map,true,4,Global_2000,Private_Luxury_Villas
Casa Lilia Portofino,Portofino gem,publish,ait-item,Art & Culture,Historic Villa,"Portofino, 16034 Portofino",,,+39 0185 269 018,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa Mariette Côte d'Azur,Côte d'Azur prestige,publish,ait-item,Hôtels & Séjours,Luxury Villa,"Antibes, 06600 Antibes",,,+33 4 92 90 90 90,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa Ephrussi de Rothschild,Côte d'Azur legend,publish,ait-item,Art & Culture,Museum Villa,"Beaulieu-sur-Mer, 06310 Beaulieu",,,+33 4 93 01 45 90,,,map,true,3,Global_2000,Private_Luxury_Villas
Villa Gritti Palace Venice,Venice landmark,publish,ait-item,Hôtels & Séjours,Historic Palace,"Venice, 30124 Venice",,,+39 041 794 611,,,map,true,4,Global_2000,Private_Luxury_Villas
Palazzo Contarini Venice,Venice treasure,publish,ait-item,Hôtels & Séjours,Historic Palace,"Venice, 30124 Venice",,,+39 041 520 7722,,,map,true,4,Global_2000,Private_Luxury_Villas
Palais Garnier Monaco,Monaco icon,publish,ait-item,Hôtels & Séjours,Historic Palace,"Monaco, MC98000 Monaco",,,+377 93 15 21 21,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa La Vigie Cap d'Antibes,French Riviera,publish,ait-item,Hôtels & Séjours,Luxury Villa,"Cap d'Antibes, 06600 Antibes",,,+33 4 92 93 90 90,,,map,true,4,Global_2000,Private_Luxury_Villas
Villa Leopolda Villefranche,Côte gem,publish,ait-item,Hôtels & Séjours,Luxury Villa,"Villefranche-sur-Mer, 06230 Villefranche",,,+33 4 93 76 50 50,,,map,true,4,Global_2000,Private_Luxury_Villas
Shoreditch House,London creative,publish,ait-item,Nightlife & Clubs,Members Club,"Shoreditch, E1 6PU London",,,+44 20 7739 5040,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Claridge's Rooms,Mayfair prestige,publish,ait-item,Nightlife & Clubs,Private Rooms,"Brook Street, W1K 4HR London",,,+44 20 7629 8860,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Athenaeum Club,London historic,publish,ait-item,Nightlife & Clubs,Private Club,"Pall Mall, SW1Y 5ER London",,,+44 20 7930 4843,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Taiga Club Paris,Paris prestige,publish,ait-item,Nightlife & Clubs,Private Club,"Triangle d'Or, 75008 Paris",,,+33 1 42 89 40 40,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Club les Bains Paris,Paris cult,publish,ait-item,Nightlife & Clubs,Members Club,"Marais, 75004 Paris",,,+33 1 48 87 01 80,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House Barcelona,Barcelona prestige,publish,ait-item,Nightlife & Clubs,Members Club,"Eixample, 08007 Barcelona",,,+34 93 508 9500,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House Berlin,Berlin creative,publish,ait-item,Nightlife & Clubs,Members Club,"Mitte, 10115 Berlin",,,+49 30 405 04 600,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House Milan,Milan hub,publish,ait-item,Nightlife & Clubs,Members Club,"Brera, 20121 Milan",,,+39 02 3659 0000,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House Istanbul,Istanbul prestige,publish,ait-item,Nightlife & Clubs,Members Club,"Beyoglu, 34343 Istanbul",,,+90 212 252 1100,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House Toronto,Toronto prestige,publish,ait-item,Nightlife & Clubs,Members Club,"King West, M5H 2R2 Toronto",,,+1 416 364 7500,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House LA,LA prestige,publish,ait-item,Nightlife & Clubs,Members Club,"West Hollywood, 90069 Los Angeles",,,+1 323 960 8000,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House Chicago,Chicago hub,publish,ait-item,Nightlife & Clubs,Members Club,"East Loop, 60601 Chicago",,,+1 312 396 5800,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House Tokyo,Tokyo prestige,publish,ait-item,Nightlife & Clubs,Members Club,"Minato Ward, 106-0047 Tokyo",,,+81 3 6426 6600,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House Hong Kong,HK prestige,publish,ait-item,Nightlife & Clubs,Members Club,"Central, 0000 Hong Kong",,,+852 3670 1500,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Soho House Dubai,Dubai hub,publish,ait-item,Nightlife & Clubs,Members Club,"Downtown, 00000 Dubai",,,+971 4 308 4080,,,map,true,4,Global_2000,Exclusive_Members_Clubs
Six Senses Spa London,Holistic London,publish,ait-item,Wellness & Beauté,Wellness Center,"Fitzrovia, W1T 4BH London",,,+44 20 7383 9800,,,map,true,3,Global_2000,Luxury_Wellness_Centers
Sanctuary Covent Garden,Urban sanctuary,publish,ait-item,Wellness & Beauté,Spa & Wellness,"Covent Garden, WC2H 9LG London",,,+44 20 7836 9696,,,map,true,3,Global_2000,Luxury_Wellness_Centers
Claridge's Health Club,Mayfair prestige,publish,ait-item,Wellness & Beauté,Wellness Center,"Mayfair, W1K 4HR London",,,+44 20 7629 8860,,,map,true,3,Global_2000,Luxury_Wellness_Centers
Maldron Dublin Spa,Irish prestige,publish,ait-item,Wellness & Beauté,Wellness Center,"Dublin, D02 AF20 Dublin",,,+353 1 670 5300,,,map,true,3,Global_2000,Luxury_Wellness_Centers
Aman Spa New York,NY prestige,publish,ait-item,Wellness & Beauté,Luxury Spa,"Fifth Avenue, 10022 New York",,,+1 212 355 1455,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Lapis Spa Los Angeles,LA luxury,publish,ait-item,Wellness & Beauté,Luxury Spa,"Beverly Hills, 90212 Los Angeles",,,+1 310 205 5400,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Spa Kempinski Paris,Paris prestige,publish,ait-item,Wellness & Beauté,Wellness Center,"Arc de Triomphe, 75017 Paris",,,+33 1 47 27 47 47,,,map,true,3,Global_2000,Luxury_Wellness_Centers
Mandarin Oriental Spa Hong Kong,HK prestige,publish,ait-item,Wellness & Beauté,Luxury Spa,"Central, 0000 Hong Kong",,,+852 2522 0188,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Four Seasons Spa Tokyo,Tokyo prestige,publish,ait-item,Wellness & Beauté,Luxury Spa,"Minato Ward, 106-0031 Tokyo",,,+81 3 5423 5004,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Ritz-Carlton Spa Singapore,Singapore prestige,publish,ait-item,Wellness & Beauté,Luxury Spa,"Marina Bay, 018956 Singapore",,,+65 6434 5286,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Peninsula Spa Dubai,Dubai prestige,publish,ait-item,Wellness & Beauté,Luxury Spa,"Downtown, 00000 Dubai",,,+971 4 428 3900,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Burj Al Arab Spa,Dubai icon,publish,ait-item,Wellness & Beauté,Ultra-Luxury Spa,"Jumeirah Beach, 00000 Dubai",,,+971 4 301 7777,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Shiseido Spa Tokyo,Tokyo prestige,publish,ait-item,Wellness & Beauté,Luxury Spa,"Ginza, 104-0061 Tokyo",,,+81 3 3538 3111,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Clinique La Prairie Switzerland,Swiss wellness,publish,ait-item,Wellness & Beauté,Wellness Resort,"Vevey, 1800 Vevey",,,+41 21 989 3311,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Lanserhof Bad Füssing,German prestige,publish,ait-item,Wellness & Beauté,Wellness Resort,"Bad Füssing, 94072 Bad Füssing",,,+49 8541 1000,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Hippocrates Health Institute Florida,Wellness leader,publish,ait-item,Wellness & Beauté,Wellness Center,"West Palm Beach, 33409 West Palm Beach",,,+1 561 471 8876,,,map,true,3,Global_2000,Luxury_Wellness_Centers
We Care Spa California,CA retreat,publish,ait-item,Wellness & Beauté,Wellness Retreat,"Desert Hot Springs, 92240 Desert Hot Springs",,,+1 760 251 2261,,,map,true,4,Global_2000,Luxury_Wellness_Centers
Harrow School,English prestige,publish,ait-item,Éducation & Lifestyle,Luxury School,"Harrow-on-the-Hill, HA1 3HP London",,,+44 20 8872 8000,,,map,true,4,Global_2000,Luxury_Schools_Institutes
Eton College,Royal tradition,publish,ait-item,Éducation & Lifestyle,Elite School,"Windsor, SL4 6DW Windsor",,,+44 1753 671 000,,,map,true,4,Global_2000,Luxury_Schools_Institutes
Oundle School,English elite,publish,ait-item,Éducation & Lifestyle,Independent School,"Peterborough, PE8 4ER Peterborough",,,+44 1832 272 500,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Winchester College,Winchester tradition,publish,ait-item,Éducation & Lifestyle,Boys School,"Winchester, SO23 9NA Winchester",,,+44 1962 621 209,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Cheltenham Ladies College,Girls prestige,publish,ait-item,Éducation & Lifestyle,Girls School,"Cheltenham, GL50 1DZ Cheltenham",,,+44 1242 526 600,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Institut Le Rosey,Swiss luxury,publish,ait-item,Éducation & Lifestyle,International School,"Rolle, 1180 Rolle",,,+41 21 822 5500,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Ecole Moser,Geneva prestige,publish,ait-item,Éducation & Lifestyle,Swiss School,"Geneva, 1201 Geneva",,,+41 22 736 5000,,,map,true,4,Global_2000,Luxury_Schools_Institutes
Collège du Léman,Swiss prestige,publish,ait-item,Éducation & Lifestyle,International School,"Versoix, 1290 Versoix",,,+41 22 755 9111,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Boarding School Alpinum,Swiss alpine,publish,ait-item,Éducation & Lifestyle,Alpine School,"Nyon, 1260 Nyon",,,+41 22 361 9900,,,map,true,4,Global_2000,Luxury_Schools_Institutes
Cognita Schools Munich,German prestige,publish,ait-item,Éducation & Lifestyle,International School,"Munich, 81927 Munich",,,+49 89 9269 1000,,,map,true,3,Global_2000,Luxury_Schools_Institutes
International School of Paris,Paris prestige,publish,ait-item,Éducation & Lifestyle,Bilingual School,"Boulogne, 92100 Boulogne",,,+33 1 42 24 09 00,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Lycée Français Charles de Gaulle,London prestige,publish,ait-item,Éducation & Lifestyle,French School,"London, SW15 5JQ London",,,+44 20 8789 7755,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Institut auf dem Rosenberg,Swiss boarding,publish,ait-item,Éducation & Lifestyle,Boarding School,"St. Gallen, 9000 St. Gallen",,,+41 71 277 7777,,,map,true,4,Global_2000,Luxury_Schools_Institutes
Aiglon College,Swiss prestige,publish,ait-item,Éducation & Lifestyle,Boarding School,"Chesières, 1885 Chesières",,,+41 24 496 6161,,,map,true,4,Global_2000,Luxury_Schools_Institutes
College du Mont-Blanc,French prestige,publish,ait-item,Éducation & Lifestyle,Boarding School,"Megève, 74120 Megève",,,+33 4 50 21 20 00,,,map,true,4,Global_2000,Luxury_Schools_Institutes
Milan International School,Milan prestige,publish,ait-item,Éducation & Lifestyle,International School,"Milan, 20900 Milan",,,+39 02 5800 3001,,,map,true,3,Global_2000,Luxury_Schools_Institutes
American University School Rome,Rome prestige,publish,ait-item,Éducation & Lifestyle,International School,"Rome, 00164 Rome",,,+39 06 909 71,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Shanghai American School,Shanghai prestige,publish,ait-item,Éducation & Lifestyle,International School,"Shanghai, 201205 Shanghai",,,+86 21 6221 1900,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Hong Kong International School,HK prestige,publish,ait-item,Éducation & Lifestyle,International School,"Repulse Bay, 0000 Hong Kong",,,+852 2812 3289,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Tokyo International School,Tokyo prestige,publish,ait-item,Éducation & Lifestyle,International School,"Tokyo, 107-0052 Tokyo",,,+81 3 5937 1500,,,map,true,3,Global_2000,Luxury_Schools_Institutes
Royal Albert Hall,London icon,publish,ait-item,Services & Expériences,Venue,"Kensington, SW7 2AP London",,,+44 20 7589 8212,,,map,true,2,Global_2000,Luxury_Event_Venues
London Palladium,West End prestige,publish,ait-item,Art & Culture,Theatre,"Soho, W1D 4HS London",,,+44 20 7087 5060,,,map,true,3,Global_2000,Luxury_Event_Venues
Royal Opera House,Opera legend,publish,ait-item,Art & Culture,Opera House,"Covent Garden, WC2E 9DD London",,,+44 20 7304 4000,,,map,true,3,Global_2000,Luxury_Event_Venues
Savoy Theatre,London prestige,publish,ait-item,Art & Culture,Theatre,"Strand, WC2R 0ET London",,,+44 20 7836 8888,,,map,true,3,Global_2000,Luxury_Event_Venues
Palais Garnier,Parisian icon,publish,ait-item,Art & Culture,Opera House,"9 Rue Scribe, 75009 Paris",,,+33 1 42 68 88 88,,,map,true,3,Global_2000,Luxury_Event_Venues
Théâtre des Champs-Élysées,Paris prestige,publish,ait-item,Art & Culture,Theatre,"Champs-Élysées, 75008 Paris",,,+33 1 49 52 50 50,,,map,true,3,Global_2000,Luxury_Event_Venues
La Scala Milan,Opera legend,publish,ait-item,Art & Culture,Opera House,"Piazza della Scala, 20121 Milan",,,+39 02 7200 3744,,,map,true,3,Global_2000,Luxury_Event_Venues
Teatro alla Scala,Milan prestige,publish,ait-item,Art & Culture,Theatre,"Milan, 20121 Milan",,,+39 02 7200 3744,,,map,true,3,Global_2000,Luxury_Event_Venues
Palazzo Pitti Florence,Renaissance palace,publish,ait-item,Services & Expériences,Historic Venue,"Florence, 50125 Florence",,,+39 055 238 8614,,,map,true,3,Global_2000,Luxury_Event_Venues
San Carlo Theatre Naples,Neapolitan icon,publish,ait-item,Art & Culture,Opera House,"Naples, 80132 Naples",,,+39 081 797 2111,,,map,true,3,Global_2000,Luxury_Event_Venues
Deutsche Oper Berlin,Berlin prestige,publish,ait-item,Art & Culture,Opera House,"Charlottenburg, 14059 Berlin",,,+49 30 3438 3438,,,map,true,3,Global_2000,Luxury_Event_Venues
Concertgebouw Amsterdam,Dutch icon,publish,ait-item,Art & Culture,Concert Hall,"Amsterdam, 1071 LN Amsterdam",,,+31 20 573 0573,,,map,true,3,Global_2000,Luxury_Event_Venues
Kennedy Center Washington,DC prestige,publish,ait-item,Art & Culture,Performing Arts Center,"Washington DC, 20566 Washington DC",,,+1 202 467 4600,,,map,true,3,Global_2000,Luxury_Event_Venues
Carnegie Hall New York,NY legend,publish,ait-item,Art & Culture,Concert Hall,"Midtown Manhattan, 10023 New York",,,+1 212 247 7800,,,map,true,3,Global_2000,Luxury_Event_Venues
Metropolitan Opera House,NY prestige,publish,ait-item,Art & Culture,Opera House,"Lincoln Center, 10023 New York",,,+1 212 362 6000,,,map,true,3,Global_2000,Luxury_Event_Venues
Hollywood Bowl LA,LA icon,publish,ait-item,Art & Culture,Amphitheatre,"Hollywood Hills, 90068 Los Angeles",,,+1 323 850 2000,,,map,true,3,Global_2000,Luxury_Event_Venues
Sydney Opera House,Sydney landmark,publish,ait-item,Art & Culture,Opera House,"Bennelong Point, 2000 Sydney",,,+61 2 9250 7111,,,map,true,3,Global_2000,Luxury_Event_Venues
Royal Theatre Hong Kong,HK prestige,publish,ait-item,Art & Culture,Theatre,"Central, 0000 Hong Kong",,,+852 2721 0337,,,map,true,3,Global_2000,Luxury_Event_Venues
Tokyo Metropolitan Theatre,Tokyo prestige,publish,ait-item,Art & Culture,Theatre,"Shinjuku, 160-0021 Tokyo",,,+81 3 5391 2111,,,map,true,3,Global_2000,Luxury_Event_Venues
Singapore Performing Arts Center,Singapore prestige,publish,ait-item,Art & Culture,Arts Center,"Marina Bay, 018956 Singapore",,,+65 6854 5400,,,map,true,3,Global_2000,Luxury_Event_Venues
NetJets London,Jet charter,publish,ait-item,Services & Expériences,Private Aviation,"Luton, LU2 9ND Luton",,,+44 1582 401 000,,,map,true,4,Global_2000,Private_Aviation_Services
VistaJet London,On-demand jets,publish,ait-item,Services & Expériences,Air Charter,"Chelsea, SW3 5QD London",,,+44 20 7901 7000,,,map,true,4,Global_2000,Private_Aviation_Services
Flexjet London,Membership aviation,publish,ait-item,Services & Expériences,Private Aviation,"Mayfair, W1K 5DN London",,,+44 20 7518 0000,,,map,true,4,Global_2000,Private_Aviation_Services
Air Charter Service London,Charter leader,publish,ait-item,Services & Expériences,Charter Company,"Knightsbridge, SW1X 8QH London",,,+44 20 7589 9000,,,map,true,4,Global_2000,Private_Aviation_Services
Directional Aviation Paris,Paris aviation,publish,ait-item,Services & Expériences,Private Aviation,"Le Bourget, 93350 Le Bourget",,,+33 1 49 38 38 38,,,map,true,4,Global_2000,Private_Aviation_Services
VistaJet Paris,French prestige,publish,ait-item,Services & Expériences,Jet Charter,"Paris, 75001 Paris",,,+33 1 42 56 50 00,,,map,true,4,Global_2000,Private_Aviation_Services
Lunajets Monaco,Monaco flights,publish,ait-item,Services & Expériences,Private Flights,"Monaco, MC98000 Monaco",,,+377 93 15 73 73,,,map,true,4,Global_2000,Private_Aviation_Services
Air Charter Service Monaco,Monaco charter,publish,ait-item,Services & Expériences,Charter Company,"Monaco, MC98000 Monaco",,,+377 93 50 07 73,,,map,true,4,Global_2000,Private_Aviation_Services
Air Charter Service Milan,Milan aviation,publish,ait-item,Services & Expériences,Charter Company,"Malpensa, 21010 Malpensa",,,+39 02 7000 0001,,,map,true,4,Global_2000,Private_Aviation_Services
NetJets Milan,Milan jets,publish,ait-item,Services & Expériences,Private Aviation,"Milan, 20121 Milan",,,+39 02 8658 6658,,,map,true,4,Global_2000,Private_Aviation_Services
Xojet Los Angeles,LA on-demand,publish,ait-item,Services & Expériences,On-Demand Jets,"Los Angeles, 90045 Los Angeles",,,+1 800 987 0738,,,map,true,4,Global_2000,Private_Aviation_Services
Magellan Jets New York,NY charter,publish,ait-item,Services & Expériences,Jet Charter,"New York, 10022 New York",,,+1 212 223 1000,,,map,true,4,Global_2000,Private_Aviation_Services
JSX San Francisco,Bay Area jets,publish,ait-item,Services & Expériences,Jet Travel,"San Francisco, 94129 San Francisco",,,+1 855 379 0000,,,map,true,4,Global_2000,Private_Aviation_Services
Delta Private Jets Atlanta,Atlanta aviation,publish,ait-item,Services & Expériences,Private Aviation,"Atlanta, 30320 Atlanta",,,+1 404 715 5000,,,map,true,4,Global_2000,Private_Aviation_Services
Aircharter Hong Kong,HK aviation,publish,ait-item,Services & Expériences,Aviation Services,"Hong Kong, 0000 Hong Kong",,,+852 2877 0000,,,map,true,4,Global_2000,Private_Aviation_Services
Emirates Executive Dubai,Dubai jets,publish,ait-item,Services & Expériences,Private Aviation,"Dubai, 00000 Dubai",,,+971 4 308 3333,,,map,true,4,Global_2000,Private_Aviation_Services
Singapore Air Charter,Singapore aviation,publish,ait-item,Services & Expériences,Charter Company,"Singapore, 018956 Singapore",,,+65 6541 1111,,,map,true,4,Global_2000,Private_Aviation_Services
VistaJet Tokyo,Tokyo prestige,publish,ait-item,Services & Expériences,Jet Charter,"Tokyo, 140-0063 Tokyo",,,+81 3 4520 9000,,,map,true,4,Global_2000,Private_Aviation_Services
Hong Kong Aviation Services,HK services,publish,ait-item,Services & Expériences,Private Aviation,"Hong Kong, 0000 Hong Kong",,,+852 2182 3399,,,map,true,4,Global_2000,Private_Aviation_Services
Bahamas Air Charter,Caribbean aviation,publish,ait-item,Services & Expériences,Charter Company,"Nassau, NP Nassau",,,+1 242 327 8001,,,map,true,4,Global_2000,Private_Aviation_Services
Addison Lee London,London prestige,publish,ait-item,Services & Expériences,Private Car Service,"Mayfair, W1J 9HQ London",,,+44 20 7387 8888,,,map,true,4,Global_2000,Private_Transport_Services
Secret London,London luxury,publish,ait-item,Services & Expériences,Chauffeur Service,"Knightsbridge, SW1X 8QH London",,,+44 20 7589 3400,,,map,true,3,Global_2000,Private_Transport_Services
Silverjet UK,UK prestige,publish,ait-item,Services & Expériences,Premium Transport,"London, W1K 5DN London",,,+44 20 7493 3030,,,map,true,3,Global_2000,Private_Transport_Services
Ritz-Carlton Driver Service,Mayfair prestige,publish,ait-item,Services & Expériences,Concierge Drivers,"Mayfair, W1K 4HR London",,,+44 20 7629 8860,,,map,true,4,Global_2000,Private_Transport_Services
Pinnacle Limousine Paris,Paris luxury,publish,ait-item,Services & Expériences,Limousine Service,"Paris, 75001 Paris",,,+33 1 42 55 55 00,,,map,true,3,Global_2000,Private_Transport_Services
Prestige Chauffeur Monaco,Monaco prestige,publish,ait-item,Services & Expériences,Driver Service,"Monaco, MC98000 Monaco",,,+377 93 25 25 25,,,map,true,3,Global_2000,Private_Transport_Services
Blacklane Milan,Milan luxury,publish,ait-item,Services & Expériences,Premium Transport,"Milan, 20121 Milan",,,+39 02 7200 1234,,,map,true,3,Global_2000,Private_Transport_Services
Gett Premium New York,NY prestige,publish,ait-item,Services & Expériences,Premium Car Service,"Manhattan, 10022 New York",,,+1 212 202 8200,,,map,true,3,Global_2000,Private_Transport_Services
Uber Black Los Angeles,LA luxury,publish,ait-item,Services & Expériences,Premium Ride,"Beverly Hills, 90212 Los Angeles",,,+1 844 824 3632,,,map,true,3,Global_2000,Private_Transport_Services
Luxe Transport Chicago,Chicago prestige,publish,ait-item,Services & Expériences,Limousine Service,"Downtown, 60611 Chicago",,,+1 312 595 8000,,,map,true,3,Global_2000,Private_Transport_Services
Blacklane Tokyo,Tokyo prestige,publish,ait-item,Services & Expériences,Premium Transport,"Tokyo, 106-0031 Tokyo",,,+81 3 6722 2000,,,map,true,3,Global_2000,Private_Transport_Services
Four Seasons Concierge Singapore,Singapore prestige,publish,ait-item,Services & Expériences,Driver Service,"Marina Bay, 018956 Singapore",,,+65 6434 5286,,,map,true,3,Global_2000,Private_Transport_Services
Peninsula Concierge Hong Kong,HK prestige,publish,ait-item,Services & Expériences,Chauffeur Service,"Central, 0000 Hong Kong",,,+852 2696 6000,,,map,true,3,Global_2000,Private_Transport_Services
Emirates Chauffeur Dubai,Dubai luxury,publish,ait-item,Services & Expériences,Premium Transport,"Downtown, 00000 Dubai",,,+971 4 308 3333,,,map,true,3,Global_2000,Private_Transport_Services
Bangkok Luxury Transport,Bangkok prestige,publish,ait-item,Services & Expériences,Limousine Service,"Silom, 10500 Bangkok",,,+66 2 267 8866,,,map,true,3,Global_2000,Private_Transport_Services
JetBridge Concierge Service,Miami prestige,publish,ait-item,Services & Expériences,VIP Transport,"Miami, 33139 Miami",,,+1 305 398 9999,,,map,true,4,Global_2000,Private_Transport_Services
Luxury Ground Transportation,Global prestige,publish,ait-item,Services & Expériences,Global Service,"London, W1K 5DN London",,,+44 20 7589 3400,,,map,true,3,Global_2000,Private_Transport_Services
White Glove Service Sydney,Sydney prestige,publish,ait-item,Services & Expériences,Premium Transport,"CBD, 2000 Sydney",,,+61 2 9233 1333,,,map,true,3,Global_2000,Private_Transport_Services
Prestige Melbourne,Melbourne prestige,publish,ait-item,Services & Expériences,Limousine Service,"Melbourne, 3000 Melbourne",,,+61 3 9654 5555,,,map,true,3,Global_2000,Private_Transport_Services
